?item	?itemLabel
Q53647771	Ralph Hurleston
Q53647773	Ralph Parles
Q53647776	Ralph Pollington
Q53647781	Ralph Rademylde
Q53647787	Ralph Sekerston
Q53647793	Ranulph Knevett
Q53647796	Oliver Hyde
Q53647800	Reginald Scriven
Q53647802	Giles Poole
Q53647807	Reynold Ragon
Q53647809	Christopher Dysmars
Q53647815	John Eltoftes
Q53647816	Rhys Gruffydd
Q53647824	Nicholas Halswell
Q53647826	Rice Perrot
Q53647833	Clement Hyett
Q53647834	Richard Beake
Q53647840	Leonard Irby
Q53647841	Richard Birkheved
Q53647847	Richard Bostock
Q53647850	Christopher Rithe
Q53647853	Richard Brouns
Q53647858	George Rithe
Q53647859	Richard Burgis
Q53647865	Richard Carveth
Q53647866	John Scriven
Q53647870	Richard Catesby
Q53647873	Richard Smythe
Q53647879	Richard Cholmley
Q53647880	William Kingswell
Q53647883	Richard Cholmley
Q53647885	Richard Cleche
Q53647891	Richard Daper
Q53647897	Richard Dorrington
Q53647903	Richard Erdeswicke
Q53647907	Richard Estcott
Q53647913	Richard Gooderick
Q53647918	Richard Goslyn
Q53647923	Richard Greenacres
Q53647929	Richard Greville
Q53647937	Richard Halfacre
Q53647942	Richard Hervy
Q53647946	Richard Heydon
Q53647949	Richard Hotoft
Q53647953	Richard Huntingdon
Q53647957	Richard Huyshe
Q53647962	Richard Inkpen
Q53647966	Richard Jenour
Q53647970	Richard Kele
Q53647973	Richard Lacon
Q53647975	Richard Leeche
Q53647978	Richard Leye
Q53647984	Richard Lyffe
Q53647989	Richard Marler
Q53647995	Richard Massinger
Q53648000	Richard Meryvale
Q53648005	Richard Mynsho
Q53648012	Richard Pellatt
Q53648017	Richard Posterf
Q53648022	Richard Poty
Q53648027	Richard Prestwood
Q53648031	Richard Prowse
Q53648035	Richard Roscarrock
Q53648040	Richard Ruyhale
Q53648046	Richard Samon
Q53648050	Richard Sandys
Q53648055	Richard Sebourne
Q53648068	Richard Shirburne
Q53648073	Richard Sondes
Q53648078	Richard Southcote
Q53648082	Richard Sterysacre
Q53648087	Richard Stoneley
Q53648090	Richard Stormsworth
Q53648092	Richard Swayne
Q53648098	Richard Symnell
Q53648104	Richard Theakston
Q53648108	Richard Thymbleby
Q53648114	Richard Trelawny
Q53648122	Richard Trenchard
Q53648126	Richard Wakehurst
Q53648131	Richard Welsche
Q53648136	Richard Wems
Q53648139	Robert Ap Rice
Q53648144	Robert Askwith
Q53648147	Robert Balam
Q53648155	Robert Berney
Q53648159	Robert Blount
Q53648164	Robert Blount
Q53648170	Robert Bocking
Q53648176	Robert Brokesby
Q53648182	Robert Chalfont
Q53648188	Robert Collingwood
Q53648192	Robert Debney
Q53648198	Robert Ellerker
Q53648203	Robert Glade
Q53648207	Robert Greaves
Q53648213	Robert Greyndore
Q53648219	Robert Guynes
Q53648224	Robert Haselrigge
Q53648228	Robert Hatley
Q53648231	Robert Hebburn
Q53648236	Robert Heyrick
Q53648240	Robert Hornsea
Q53648243	Robert Hugford
Q53648246	Robert Kela
Q53648250	Robert Kemsey
Q53648254	Robert Keyle
Q53648261	Robert Kydman
Q53648265	Robert Leybourne
Q53648271	Robert Litton
Q53648276	Robert Lovetot
Q53648279	Robert Luton
Q53648283	Robert Meller
Q53648287	Robert Morys
Q53648290	Robert Mulcaster
Q53648293	Robert Muncaster
Q53648296	Robert Newdigate
Q53648301	Robert Newdigate
Q53648304	Robert Newport
Q53648307	Robert Painter
Q53648311	Robert Paycock
Q53648316	Robert Penruddock
Q53648339	Robert Rithe
Q53648341	Robert Rockley
Q53648346	Robert Rudston
Q53648351	Robert Snagge
Q53648353	Robert Soome
Q53648356	Robert Stonham
Q53648360	Robert Stringer
Q53648363	Robert Tauk
Q53648366	Robert Tey
Q53648369	Robert Thurbarne
Q53648373	Robert Trencreke
Q53648376	Robert Turk
Q53648381	Robert Vicars
Q53648389	Roger Cheyne
Q53648393	Roger Colly
Q53648399	Roger Dalton
Q53648401	Roger Earthe
Q53648405	Roger Mascall
Q53648408	Roger Mawdley
Q53648415	Roger Perwych
Q53648420	Roger Portington
Q53648427	Roger Slegge
Q53648432	Roger Stourton
Q53648438	Roger Tunstall
Q53648443	Roland Durrant
Q53648448	Roland Hynde
Q53648453	Roland Thornburgh
Q53648455	Rowland Maylard
Q53648459	Sampson Hussey
Q53648463	Samuel Thornhill
Q53648466	Scriven John,
Q53648469	Simon Bowyer
Q53648473	Simon Fordham
Q53648475	Simon Linch
Q53648480	Simon Musgrave
Q53648486	Simon Sewall
Q53648492	Simon Trew
Q53648497	Solomon Oxney
Q53648501	Stephen Derby
Q53648506	Stephen Peyntour
Q53648511	Stephen Riddlesden
Q53648516	Stephen Theobald
Q53648523	Thomas Balgey
Q53648534	Thomas Boner
Q53648539	Thomas Breton
Q53648543	Thomas Brewes
Q53648548	Thomas Chard
Q53648553	Thomas Clench
Q53648559	Thomas Colles
Q53648563	Thomas Cressener
Q53648566	Thomas Dallowe
Q53648573	Thomas de la Barre
Q53648577	Thomas de la Poyle
Q53648582	Thomas Dering
Q53648587	Thomas Doddington
Q53648591	Thomas Dynham
Q53648603	Thomas Fasshyn
Q53648607	Thomas Fettiplace
Q53648612	Thomas Fitznichol
Q53648618	Thomas Fotherley
Q53648622	Thomas Fountenay
Q53648627	Thomas Gerberge
Q53648634	Thomas Giear
Q53648636	Thomas Gloucester
Q53648643	Thomas Greenacres
Q53648646	Thomas Greenham
Q53648651	Thomas Grymes
Q53648654	Thomas Guildford
Q53648657	Thomas Havard
Q53648660	Thomas Hebbs
Q53648663	Thomas Hebburn
Q53648666	Thomas Hercy
Q53648672	Thomas Hintlesham
Q53648677	Thomas Holgot
Q53648681	Thomas Hungate
Q53648686	Thomas Hyrne
Q53648691	Thomas Jardyn
Q53648696	Thomas Jayet
Q53648703	Thomas Jolye
Q53648707	Thomas Jubbes
Q53648711	Thomas Kirton
Q53648713	Thomas Kniveton
Q53648720	Thomas Kynaston
Q53648725	Thomas Kyrle
Q53648733	Thomas Lambard
Q53648736	Thomas Lansden
Q53648739	Thomas Layer
Q53648745	Thomas Lyfield
Q53648751	Thomas Mallard
Q53648755	Thomas Mallett
Q53648759	Thomas Mallinson
Q53648763	Thomas Marrow
Q53648765	Thomas Maureward
Q53648769	Thomas Menys
Q53648771	Thomas Michelborne
Q53648776	Thomas Morewell
Q53648779	Thomas Morice
Q53648782	Thomas Mynd
Q53648785	Thomas Otley
Q53648789	Thomas Patche
Q53648793	Thomas Pattenson
Q53648795	Thomas Peniston
Q53648802	Thomas Polsted
Q53648805	Thomas Pomeroy
Q53648809	Thomas Powtrell
Q53648817	Thomas Purslow
Q53648822	Thomas Pycto
Q53648827	Thomas Robarts
Q53648830	Thomas Roscarrock
Q53648834	Thomas Salveyn
Q53648838	Thomas Shoter
Q53648844	Thomas Shoyswell
Q53648860	Thomas Stampe
Q53648863	Thomas Stawell
Q53648866	Thomas Stokkes
Q53648869	Thomas Swinburne
Q53648873	Thomas Tallentyre
Q53648877	Thomas Thickness
Q53648881	Thomas Thorney
Q53648884	Thomas Threlkeld
Q53648887	Thomas Thunder
Q53648889	Thomas Tyndale
Q53648893	Thomas Vowell
Q53648895	Thomas Waad
Q53648899	Thomas Walkeden
Q53648901	Thomas Walshe
Q53648904	Thomas Wensley
Q53648911	Thomas Wilsford
Q53648915	Timothy Levinge
Q53648919	Tristram Cooke
Q53648922	Tristram Mathew
Q53648927	Tristram Pistor
Q53648931	Vincent Mundy
Q53648936	Walter Chute
Q53648942	Walter Dunch
Q53648953	Walter Harcourt
Q53648960	Walter Portman
Q53648963	Walter Sandys
Q53648968	Walter Sandys
Q53648974	Walter Staplehill
Q53648978	Walter Tailboys
Q53648983	Walter Urry
Q53648985	William Bampfield
Q53648986	William Barwicke
Q53648990	William Bevill
Q53648994	William Botham
Q53648996	William Braunche
Q53648999	William Bulstrode
Q53649003	William Burgate
Q53649007	William Carvell
Q53649012	William Chomeley
Q53649016	William Coupland
Q53649020	William Courtman
Q53649027	William Curwen
Q53649031	William Dalmyngton
Q53649033	William Dawtrey
Q53649038	William Devenish
Q53649039	William Dodington
Q53649042	William Dodington
Q53649051	William Dronsfield
Q53649055	William Elmham
Q53649059	William Elsden
Q53649064	William Eppes
Q53649069	William Estcourt
Q53649075	William Frowde
Q53649089	William Hatcliffe
Q53649092	William Hawtrey
Q53649096	William Helmsley
Q53649099	William Herford
Q53649103	William Hervy
Q53649112	William Hugford
Q53649119	William Hunston
Q53649123	William John Proger
Q53649131	William Kirton
Q53649141	William Knyveton
Q53649147	William Lambourne
Q53649152	William Langharne
Q53649156	William Ligon
Q53649159	William Marney
Q53649164	William Mering
Q53649167	William Nanfan
Q53649170	William Naunton
Q53649174	William Newdigate
Q53649179	William Nyell
Q53649183	William Offord
Q53649185	William Oxenden
Q53649190	William Paler
Q53649191	William Pellatt
Q53649194	William Poughmill
Q53649199	William Redmarshall
Q53649205	William Reson
Q53649213	William Riseley
Q53649220	William Rokesburgh
Q53649228	William Rookwood
Q53649233	William Roscarrock
Q53649239	William Ryman
Q53649244	William Saltern
Q53649249	William Sebright
Q53649256	William Sevenoak
Q53649262	William Sheringham
Q53649266	William Smethwick
Q53649274	William Soulby
Q53649279	William Southland
Q53649285	William Sprint
Q53649293	William Stallenge
Q53649299	William Staunton
Q53649304	William Strowbridge
Q53649314	William Sunningwell
Q53649318	William Symcots
Q53649322	William Terrington
Q53649326	William Thorley
Q53649331	William Threlkeld
Q53649336	William Treffry
Q53649340	William Turpin
Q53649349	William Walsall
Q53649354	William Warmwell
Q53649358	William Whaplode
Q53649830	Richard Bannebury
Q53649904	Thomas Barry
Q53649941	John Burdet
Q536500	Joseph Larmor
Q53650460	Robert Bury
Q53650477	William Burgh
Q53650482	John Burgess
Q53650487	Ralph Kayl
Q53650495	Robert Kayl
Q53650498	Richard Juel
Q53650513	Lewis John
Q53650532	John Kirkby
Q53650533	John Kirkby
Q53650561	Thomas Knap
Q53650564	Thomas Kyng
Q53650570	Roger Landford
Q53650581	John Lewe
Q53650583	Thomas Lond
Q53650591	William Maple
Q53650609	John Manners
Q53650628	Thomas Marshall
Q53650633	Simon Mate
Q53650637	John Mereham
Q53650648	William Oxney
Q53650649	William Oxney
Q53650653	Richard Panes
Q53650660	William Paule
Q53650664	Robert Penne
Q53650667	John Penne
Q53650671	Henry Philpot
Q53650677	Henry Piking
Q53650684	Robert Pleasington
Q53650779	John Plomer
Q53650782	John Plomer
Q53650787	John Pod
Q53650795	Edward Pomeroy
Q53650851	John Prentice
Q53650852	John Pope
Q53650854	Henry Preston
Q53650855	John II PRENTICE
Q53650857	Henry Preston
Q53650973	John Prophet
Q53650978	William Powe
Q53651027	John Phelip
Q53651034	Thomas Piers
Q53651046	John Organ
Q53651048	Robert Ore
Q53651059	William Oliver
Q53651099	John Kete
Q53651121	John Lancaster
Q53651124	John Lancaster
Q53651136	Robert Lisle
Q53651152	Giles Mallory
Q53651163	William Meynell
Q53651167	Richard Morys
Q53651172	John Moulton
Q53651186	William Bainbridge
Q53651210	John Bellow
Q53651214	John Berde
Q53651217	John Braughing
Q53651227	Robert Eyton
Q53651228	John Fanne
Q53651232	Francis Farnham
Q53651234	Henry Fauxe
Q53651242	George Felton
Q53651253	Thomas Fallowfield
Q53651272	Jasper Fisher
Q53651288	John Fitz
Q53651289	Ralph Flaxney
Q53651302	Godfrey Foljambe
Q53651353	William Garrard
Q53651354	William Garrard
Q53651410	John Gascoigne
Q53651417	Thomas Gibbon
Q53651450	George Gifford
Q53651463	Edward Glynton
Q53651469	Robert Googe
Q53651490	William Hartgill
Q53651493	John Havard
Q53651497	Thomas Hawes
Q53651502	John Haydon
Q53651520	John Hering
Q53651526	William Holme
Q53651528	Clement Holwey
Q53651530	John Horde
Q53651534	John Horpool
Q53651582	Richard Josselyn
Q53651592	Richard Southworth
Q53651640	James Stonard
Q53651647	William Stopford
Q53651678	William Stourton
Q53651705	William Strete
Q53651711	Thomas Tey
Q5365535	Elliot Morley
Q5365591	Elliot Yorke
Q5365685	Elliott Lees
Q5365836	Ellis Ashmead-Bartlett
Q5365837	Ellis Ashmead-Bartlett
Q5365871	Ellis Cunliffe Lister
Q5365903	Ellis Hume-Williams
Q5365941	Ellis Lloyd
Q5365996	Ellis Smith
Q5366022	Ellis William Davies
Q5366028	Ellis Wynn
Q53679531	Thomas Riddell
Q53679543	William Sheffield
Q53679550	Thomas South
Q53679551	Oliver St. John
Q53679557	Richard Synge
Q53679558	Edward Swift
Q5369065	Emanuel Gifford
Q5370908	Emerson Muschamp Bainbridge
Q5371404	Emil Pickering
Q5372071	Emily Blatch, Baroness Blatch
Q5372675	Emlyn Garner Evans
Q53736406	Humphrey Prideaux
Q53736409	Robert Printis
Q53736416	Robert Prowse
Q53736430	Rowland Pugh
Q53736463	Roger Puleston
Q53736467	Michael Pulteney
Q53736473	George Purefoy
Q53736489	Thomas Radcliffe
Q53736497	George Ravenscroft
Q53736499	Miles Raynsford
Q53736505	Henry Reade
Q53736510	Robert Redge
Q53736514	William Revell
Q53736520	Cuthbert Reynolds
Q53736531	Thomas Ridgeway
Q53736537	Anthony Rush
Q53736548	Thomas Saunder
Q53736551	Robert Saunderson
Q53736558	Richard Sayer
Q53736569	Francis Sone
Q53736572	Richard Sone
Q53736613	Thomas Snagge
Q53736639	Walter Stafford
Q53736650	John Stafford
Q53736828	Edward Stanhope
Q53736859	Edward Stanhope
Q53736879	William Strode
Q53736886	William Swayne
Q53736889	Bartholomew Tate
Q53736932	John Thornton
Q53736947	William Twyneho
Q53736954	Walter Waller
Q53737005	William Walsh
Q53737012	Thomas Webbe
Q53737041	Goddard White
Q53737052	Henry Weston
Q53737074	Richard Weston
Q53737078	George Whitton
Q53737089	William Alford
Q53737101	Humphrey Baskerville
Q53737107	Leonard Bawtree
Q53737123	Robert Bevill
Q53737129	Henry Britton
Q53739349	Robert Bowyer
Q53739374	Henry Bowyer
Q53739409	William Bowyer
Q53739415	William Bowyer
Q53739555	Thomas Blount
Q53739583	John Blount
Q53739610	Henry Blount
Q53739703	Richard Blount
Q53739704	Richard Blount
Q53739707	Richard Blount
Q53740091	William Brereton
Q53740129	William Brereton
Q53740185	William Carnsew
Q53740187	William Carnsew
Q53740350	John Cheyne
Q53740448	Edward Chamberlain
Q53740521	George Darrell
Q53740527	Thomas Darrell
Q53740535	Thomas Darrell
Q53740999	Gerard Lowther
Q53741432	Roger Gerard
Q53741774	Gerard Harvey
Q53741905	John Hawley
Q53741917	Francis Hawley
Q53742003	Hugh Hussey
Q53742201	John Hussey
Q53742205	Thomas Hussey
Q53742313	Nicholas Jordan
Q53742348	John Jordan
Q53742435	Edward Lewknor
Q53742571	John Neville
Q53742624	Edward Neville
Q53742634	Christopher Neville
Q53742690	Francis Neville
Q53742692	Francis Neville
Q53742743	Henry Neville
Q53743000	Allan Percy
Q53743024	Peter Rede
Q53743507	Thomas Seymour
Q53743540	John Seymour
Q53743781	William Skele
Q53743782	William Skele
Q53744183	John Stanhope
Q5374807	Emrys Roberts
Q5374827	Emslie Horniman
Q537639	Nicholas Carew
Q53764833	Robert Becket
Q53764838	William Bennett
Q53764840	Henry Benever
Q53764859	John Bell
Q53764863	John Bell
Q53764899	Robert Bainbridge
Q53764912	Thomas Barber
Q53764913	Thomas Barber
Q53764916	William Barber
Q53764918	William Barber
Q53764966	Robert Barker
Q53764969	Anthony Barker
Q53765007	Henry Beaumont
Q53765014	Henry Beaumont
Q53765045	John Barton
Q53765046	John Barton
Q53765047	John Barton
Q53765052	John Blake
Q53765053	John Blake
Q53765054	Robert Blake
Q53765055	Robert Blake
Q53765056	William Blake
Q53765058	John Burton
Q53765059	John Burton
Q53765060	John Burton
Q53765061	John Burton
Q53765063	Thomas Burges
Q53765064	William Cavendish
Q53765068	William Carr
Q53765069	William Carr
Q53765072	William Cardinall
Q53765075	John Chapell
Q53765076	Richard Chapell
Q53765080	John Coventre
Q53765082	Thomas Coventre
Q53765112	John Draper
Q53765114	John Draper
Q53765209	Richard Garston
Q53765235	Thomas Girdler
Q53765259	Thomas Holman
Q53765293	Thomas Mapperley
Q53765320	Peter Melbourne
Q53765340	Simon Porter
Q53765370	Stephen Russell
Q53765402	John Thornbury
Q53765478	William Allen
Q53765556	John Ley
Q53765557	John Ley
Q53765582	William Ley
Q53765622	Francis Cromwell
Q53765918	Ralph North
Q53765949	John Quint
Q53765961	Thomas Radcliffe
Q53765963	Thomas Radcliffe
Q53765973	Thomas Raleigh
Q53765976	Roger Rawlin
Q53766018	Peter Richman
Q53766022	John Roberd
Q53766072	Humphrey Bradbourne
Q53766094	Simon Brisco
Q53766098	Robert Brockbank
Q537661	Davina Ingrams, 18th Baroness Darcy de Knayth
Q53766102	Edward Brogden
Q53766112	Anthony Bryan
Q53766136	John Carew
Q53782111	Simon Bennett
Q53782120	William Bolt
Q53783383	William Lowther
Q53784933	John Bernard
Q53784934	John Bernard
Q53784966	William Bone
Q53784977	John Brome
Q53784985	Richard Broke
Q53784993	John Brut
Q53785005	Thomas Cowley
Q53785014	Thomas Derby
Q53785022	William Dethick
Q53785063	John Devereux
Q5379272	Enoch Baldwin
Q5379290	Enoch Edwards
Q53793560	Thomas Alvard
Q53793565	Edward Ap Hywel
Q53793573	Morgan Ap Rhys Ap Philip
Q53793578	Lawrence Awen
Q53793611	Roland Brydges
Q53793622	Walter Chandler
Q53793630	William Chamber
Q53793645	William Chard
Q53793647	George Cherneley
Q53793651	John Chaderton
Q53793657	Humphrey Cholmley
Q53793660	Nicholas Chowne
Q53793666	Humphrey Colet
Q53793672	George Coppyn
Q53793688	John Culme
Q53793697	Nicholas Dey
Q53793723	Thomas Drawswerd
Q53793737	John Dynham
Q53793747	Lewis Dyve
Q53793762	Christopher Edmonds
Q53793777	William Edmonds
Q53793779	William Egleston
Q53793782	Edward Elrington
Q53793817	Vincent Engeham
Q53793822	Sampson Erdeswick
Q53793823	John Estday
Q53793824	Roger Fowke
Q53793828	Robert Fowke
Q53793833	Edward Frere
Q53793946	John Bacon
Q53793963	Joshua Elmer
Q53794115	John Drake
Q53794163	George Rogers
Q53794204	Robert Lawson
Q53794216	John Gifford
Q53794237	Robert Cooke
Q53794269	John Brooke
Q53794307	John Best
Q53794331	James Rogers
Q53794409	John Norman
Q53794483	George Lawson
Q53794568	Thomas Fletcher
Q53794620	Robert Bennett
Q53794646	John Bourchier
Q53796390	William Nowell
Q53796397	John Noyes
Q53796403	Peter Noyes
Q53796408	Christopher Parkinson
Q53796443	John Payne
Q53796467	Peter Peake
Q53796488	Henry Peter
Q53796528	John Stone
Q53797463	Edmund Trafford
Q53797493	Charles Trevanion
Q53797496	Richard Trevanion
Q53797504	Nicholas Trott
Q53797536	William Brocke
Q53797562	Thomas Beckingham
Q53797683	John Hender
Q53797703	Thomas Heton
Q53797747	Christopher Hilliard
Q53797772	James Hobson
Q53797783	William Hody
Q53797823	Thomas Holcroft
Q53797829	William Holstock
Q53797837	Thomas Honywood
Q53797845	Thomas Horde
Q53797925	John Huband
Q53797941	Richard Hurleston
Q53797951	Henry Jackman
Q53797966	Thomas Keele
Q53797976	John Kynne
Q53798403	Robert Butler
Q53798416	Thomas Curteys
Q53798833	John Line
Q53798867	Roger Manwood
Q53798886	Henry Northey
Q53799457	Richard Purdance
Q53799462	John Raines
Q53799483	Richard Russell
Q53799484	Richard Russell
Q53799514	Robert Russell
Q53799516	Robert Russell
Q53799571	William Russell
Q53799576	Richard Rykedon
Q53799591	William Salle
Q53799643	Robert Sandford
Q53799645	Robert Sandford
Q53799648	John Seaburgh
Q53799652	Richard Secheville
Q53799654	William Sedman
Q53799664	Henry Sely
Q53799677	John Serle
Q53799678	John Serle
Q53799690	John Shapleigh
Q53799698	William Shareshull
Q53799884	John Sexton
Q53828718	Edward Littleton
Q53828719	Edward Mainwaring
Q53828720	Edward Man
Q53828722	George Marshall
Q53828725	Thomas Marshall
Q53828727	William Meux
Q53828733	Edward Musgrave
Q53828735	Thomas Wentworth
Q53828738	Edward Onley
Q53828741	Thomas Palmer
Q53828744	Robert Penruddock
Q53828751	Thomas Layton
Q53828752	Thomas Layton
Q53828754	John Lathom
Q53828756	William Leycester
Q53828758	Edward Mainwaring
Q53828759	Robert Mason
Q53828760	George Master
Q53828761	William Mere
Q53828762	William Mewes
Q53828763	Henry Mere
Q53828764	Thomas Moseley
Q53828765	Robert Mordaunt
Q53828766	William Eure
Q53828767	Ralph Ewens
Q53828768	Richard Farr
Q53828769	John Fenner
Q53828770	Clement Fisher
Q53828776	Thomas Goldsborough
Q53828777	Walter Gower
Q53828778	William Gresham
Q53828779	John Gresham
Q53828780	William Gregory
Q53828781	Thomas Grimsditch
Q53828782	Thomas Hannam
Q53828783	Michael Harcourt
Q53828787	Edmund Kinwelmersh,
Q53837008	Richard White
Q53838358	Richard White
Q53838360	Richard White
Q53838422	John White
Q53838425	John White
Q53838427	John White
Q53838434	John White
