?item	?itemLabel
Q5339629	Edmund Lamb
Q5339634	Edmund Leamy
Q5339651	Edmund Ludlow
Q5339661	Edmund Marshall
Q5339672	Edmund Mody
Q5339677	Edmund Morgan
Q5339683	Edmund Moundeford
Q5339720	Edmund Page
Q5339732	Edmund Pelham
Q5339746	Edmund Plowden
Q5339752	Edmund Potter
Q5339755	Edmund Powell
Q5339786	Edmund Robertson, 1st Baron Lochee
Q5339795	Edmund Rous
Q5339798	Edmund Royds
Q5339825	Edmund Sheffield, 2nd Duke of Buckingham and Normanby
Q5339871	Edmund Turnor
Q5339872	Edmund Turner
Q5339878	Edmund Uvedale
Q5339879	Edmund Uvedale
Q5339884	Edmund Verney
Q5339887	Edmund Vesey Knox
Q5339897	Edmund Walter Hanbury Wood
Q5339898	Edmund Walsingham
Q5339918	Edmund Widdrington Byrne
Q5339929	Edmund Withypoll
Q5339939	Edmund Wyndham
Q5339954	Edmund de la Pole
Q5340127	Ednyfed Hudson Davies
Q5340248	Edric Gifford, 3rd Baron Gifford
Q5341511	Edward Aglionby
Q5341513	Edward Aglionby
Q5341514	Edward Aglionby
Q5341520	Edward Akroyd
Q5341531	Edward Aldam Leatham
Q5341544	Edward Alford
Q5341581	Edward Anthony Strauss
Q5341608	Edward Arthur Somerset
Q5341622	Edward Astley, 22nd Baron Hastings
Q5341693	Edward Baber
Q5341698	Edward Bacon
Q5341700	Edward Baeshe
Q5341716	Edward Baines
Q5341721	Edward Baker
Q5341731	Edward Ball
Q5341764	Edward Barker
Q5341780	Edward Baron
Q5341783	Edward Barrett, 1st Lord Barrett of Newburgh
Q5341790	Edward Barry
Q5341802	Edward Bashe
Q5341818	Edward Bayntun
Q5341819	Edward Bayntun
Q5341831	Edward Beauchamp
Q5341871	Edward Berkeley
Q5341898	Edward Birkbeck
Q5341899	Edward Bishop, Baron Bishopston
Q5341941	Edward Bolton King
Q5341942	Edward Bond
Q5341978	Edward Boyle, Baron Boyle of Handsworth
Q5341998	Edward Bray
Q5342000	Edward Bray
Q5342008	Edward Bridgeman
Q5342020	Edward Brocklehurst Fielden
Q5342034	Edward Brotherton, 1st Baron Brotherton
Q5342036	Edward Brown
Q5342039	Edward Browne
Q5342048	Edward Brydges Willyams
Q5342065	Edward Bunbury
Q5342118	Edward Buxton
Q5342180	Edward Cadogan
Q5342205	Edward Carbutt
Q5342221	Edward Carson
Q5342238	Edward Chaffyn
Q5342254	Edward Chaplin
Q5342258	Edward Chapman
Q5342266	Edward Charles Ellice
Q5342327	Edward Clive
Q5342337	Edward Cobb
Q5342349	Edward Coke, 7th Earl of Leicester
Q5342350	Edward Coke
Q5342395	Edward Conway, 1st Viscount Conway
Q5342408	Edward Corbett
Q5342422	Edward Cotton-Jodrell
Q5342426	Edward Courtenay, 12th Earl of Devon
Q5342457	Edward Croft
Q5342527	Edward Darcy
Q5342544	Edward Dawes
Q5342546	Edward Dawson
Q5342568	Edward Denison
Q5342571	Edward Denny, 1st Earl of Norwich
Q5342572	Edward Denny
Q5342591	Edward Digby, 10th Baron Digby
Q5342621	Edward Doran
Q5342629	Edward Douglas-Pennant, 3rd Baron Penrhyn
Q5342638	Edward Dowse
Q5342644	Edward Drew
Q5342671	Edward Dunn
Q5342682	Edward Dyer
Q5342743	Edward Egerton
Q5342752	Edward Eliot, 3rd Earl of St Germans
Q5342758	Edward Ellice
Q5342798	Edward Evans
Q5342859	Edward Falconer Litton
Q5342877	Edward Fellowes, 1st Baron de Ramsey
Q5342878	Edward Fenner
Q5342881	Edward Ferrers
Q5342888	Edward Field
Q5342894	Edward Fiennes-Clinton, 18th Earl of Lincoln
Q5342912	Edward Fitton
Q5342913	Edward Fitton
Q5342919	Edward Fitzalan-Howard, 1st Baron Howard of Glossop
Q5342934	Edward Fleming
Q5342937	Edward Fletcher
Q5342940	Edward Flowerdew
Q5342992	Edward Francis Williams
Q5342995	Edward Frank Wise
Q5343001	Edward Fraunceys
Q5343062	Edward Gardner
Q5343087	Edward George Barnard
Q5343102	Edward Gibson, 1st Baron Ashbourne
Q5343110	Edward Giles
Q5343135	Edward Goodwin
Q5343145	Edward Goulding, 1st Baron Wargrave
Q5343159	Edward Greaves
Q5343165	Edward Greene
Q5343174	Edward Grenfell, 1st Baron St Just
Q5343188	Edward Griffiths
Q5343190	Edward Grigg, 1st Baron Altrincham
Q5343195	Edward Grimston
Q5343196	Edward Grimston
Q5343206	Edward Guildford
Q5343269	Edward Hake
Q5343295	Edward Hammond Bentall
Q5343304	Edward Hardcastle
Q5343309	Edward Hardy
Q5343320	Edward Harney
Q5343328	Edward Harrington
Q5343334	Edward Harris
Q5343361	Edward Hastings, 1st Baron Hastings of Loughborough
Q5343363	Edward Hastings
Q5343371	Edward Hay, 13th Marquess of Tweeddale
Q5343396	Edward Hemmerde
Q5343402	Edward Heneage, 1st Baron Heneage
Q5343403	Edward Heneage
Q5343417	Edward Craufurd
Q5343428	Edward Herbert, 2nd Earl of Powis
Q5343429	Edward Herbert, 3rd Earl of Powis
Q5343431	Edward Herbert
Q5343432	Edward Herbert
Q5343437	Edward Hermon
Q5343445	Edward Hicks
Q5343471	Edward Hoby
Q5343474	Edward Hodson Bayley
Q5343492	Edward Holmes Baldock
Q5343499	Edward Hopkinson
Q5343505	Edward Hornby
Q5343506	Edward Horsey
Q5343509	Edward Hosier
Q5343512	Edward Howard, 1st Baron Howard of Escrick
Q5343513	Edward Howard, 1st Baron Lanerton
Q5343525	Edward Howes
Q5343553	Edward Hungerford
Q5343554	Edward Hungerford
Q5343555	Edward Hungerford
Q5343592	Edward Iliffe, 1st Baron Iliffe
Q5343716	Edward James
Q5343734	Edward James Saunderson
Q5343750	Edward Jenkins
Q5343796	Edward John Sartoris
Q5343800	Edward Johnson-Ferguson
Q5343801	Edward Johnson
Q5343823	Edward Jones
Q5343848	Edward Joseph Kennedy
Q5343890	Edward Keeling
Q5343904	Edward Kelly
Q5343940	Edward King-Harman
Q5343961	Edward Knatchbull-Hugessen, 1st Baron Brabourne
Q5343962	Edward Knatchbull-Hugessen, 2nd Baron Brabourne
Q5343980	Edward Kyrton
Q5344068	Edward Lawley
Q5344111	Edward Leigh Pemberton
Q5344113	Edward Leighton
Q5344123	Edward Lessing
Q5344160	Edward Littleton, 1st Baron Hatherton
Q5344161	Edward Littleton, 1st Baron Lyttelton
Q5344162	Edward Littleton, 2nd Baron Hatherton
Q5344165	Edward Littleton
Q5344167	Edward Littleton
Q5344169	Edward Litton
Q5344181	Edward Lloyd-Mostyn, 2nd Baron Mostyn
Q5344182	Edward Lloyd
Q5344222	Edward Loyden
Q5344335	Edward Manville
Q5344347	Edward Marshall Hall
Q5344350	Edward Marten Dunne
Q5344359	Edward Marum
Q5344408	Edward McHugh
Q5344445	Edward Michael Conolly
Q5344446	Edward Miall
Q5344467	Edward Miller Mundy
Q5344478	Edward Mitchell
Q5344485	Edward Montagu, 1st Baron Montagu of Boughton
Q5344490	Edward Montagu-Stuart-Wortley-Mackenzie, 1st Earl of Wharncliffe
Q5344498	Edward Montagu of Boughton Castle
Q5344537	Edward Mosley
Q5344603	Edward Nevill, 8th Baron Bergavenny
Q5344618	Edward Nicholas
Q5344622	Edward Nicholl
Q5344637	Edward Norreys
Q5344641	Edward North, 1st Baron North
Q5344667	Edward O'Hara
Q5344670	Edward O'Neill, 2nd Baron O'Neill
Q5344692	Edward Orlando Kellett
Q5344701	Edward Osborne
Q5344715	Edward Owner
Q5344766	Edward Parrott
Q5344826	Edward Percy Smith
Q5344847	Edward Phelips
Q5344855	Edward Pickersgill
Q5344866	Edward Pitt
Q5344870	Edward Pleydell-Bouverie
Q5344881	Edward Popham
Q5344884	Edward Porter
Q5344887	Edward Portman, 1st Viscount Portman
Q5344976	Edward Radclyffe, 6th Earl of Sussex
Q5345009	Edward Rede
Q5345010	Edward Redhead
Q5345049	Edward Rider Cook
Q5345095	Edward Rodney
Q5345099	Edward Rogers
Q5345107	Edward Romilly
Q5345119	Edward Rosslyn Mitchell
Q5345141	Edward Russell, 1st Baron Russell of Liverpool
Q5345155	Edward Ryley Langworthy
Q5345194	Edward Sackville-West, 5th Baron Sackville
Q5345209	Edward Samuel Norris
Q5345225	Edward Saunders
Q5345229	Edward Savage
Q5345259	Edward Scott
Q5345298	Edward Sheil
Q5345322	Edward Shortt
Q5345349	Edward Smallwood
Q5345379	Edward Southwell Ruthven
Q5345385	Edward Spencer
Q5345401	Edward Stafford
Q5345405	Edward Stanhope
Q5345407	Edward Stanley, 18th Earl of Derby
Q5345410	Edward Stanley, 4th Baron Stanley of Alderley
Q5345412	Edward Stanley
Q5345413	Edward Stanley, Lord Stanley
Q5345435	Edward Stephens
Q5345453	Edward Stewart
Q5345457	Edward Stillingfleet Cayley
Q5345462	Edward Stock Hill
Q5345480	Edward Strachey, 1st Baron Strachie
Q5345487	Edward Strutt, 1st Baron Belper
Q5345498	Edward Sugden, 1st Baron St Leonards
Q5345509	Edward Sutton, 5th Baron Dudley
Q5345560	Edward Taverner
Q5345566	Edward Temperley Gourley
Q5345573	Edward Tennant, 1st Baron Glenconner
Q5345591	Edward Thomas Foley
Q5345594	Edward Thomas Holden
Q5345642	Edmund Tremayne
Q5345679	Edward Tyrwhitt
Q5345684	Edward Unton
Q5345685	Edward Unton
Q5345708	Edward Vaughan
Q5345709	Edward Vaughan Hyde Kenealy
Q5345715	Edward Verner
Q5345728	Edward Villiers, 5th Earl of Clarendon
Q5345730	Edward Villiers
Q5345769	Edward Wakefield
Q5345772	Edward Waldegrave
Q5345806	Edward Wardour
Q5345809	Edward Warner
Q5345819	Edward Watkin
Q5345825	Edward Waugh
Q5345860	Edward Whitby
Q5345871	Edward Whitley
Q5345877	Edward Wickham
Q5345894	Edward William Cox
Q5345909	Edward William Salt
Q5345911	Edward Hamilton
Q5345919	Edward Williams
Q5345923	Edward Williams
Q5345977	Edward Wood
Q5345998	Edward Wotton, 1st Baron Wotton
Q5345999	Edward Wray
Q5346004	Edward Wrightington
Q5346007	Edward Wymarke
Q5346010	Edward Wynne-Pendarves
Q5346012	Edward Wynter
Q5346046	Edward de Cobain
Q5346052	Edward du Cann
Q5346251	Edwin Berkeley Portman
Q5346268	Edwin Brooks
Q5346316	Edwin Cornwall
Q5346368	Edwin Durning-Lawrence
Q5346452	Edwin Gooch
Q5346512	Edwin Herbert, Baron Tangley
Q5346516	Edwin Hill-Trevor, 1st Baron Trevor
Q5346532	Edwin Hughes
Q5346580	Edwin King Perkins
Q5346601	Edwin Lascelles
Q5346605	Edwin Leather
Q5346655	Edwin McAlpine, Baron McAlpine of Moffat
Q5346805	Edwin Sandys
Q5346806	Edwin Sandys
Q5346838	Edwin Stanley Gange
Q5346863	Edwin Taylor
Q5346895	Edwin Wainwright
Q5346929	Edwin Wyndham-Quin, 3rd Earl of Dunraven and Mount-Earl
Q5346936	Edwin de Lisle
Q5346966	Edwyn Sherard Burnaby
Q534727	David Lammy
Q5347780	Egerton Hubbard, 2nd Baron Addington
Q5347782	Egerton Leigh
Q53492592	Ralph Rokeby
Q53493104	Thomas Wilkinson
Q53493146	William Blacker
Q53493315	James Booth
Q53493323	William Booth
Q53493342	Richard Chambers
Q53493349	William Daniell
Q53493429	William Devereux
Q53493434	John Farnham
Q53493469	William Randall
Q53493488	Henry Porter
Q53493502	William Roche
Q53493509	John Ryther
Q53493527	Thomas Samways
Q53493541	Nicholas Saunders
Q53493555	George Sayer
Q53493605	Henry Stafford
Q53493617	Henry Tennant
Q53493649	William Tooke
Q53493661	Henry Thornton
Q5349373	Eileen Gordon
Q53493733	John Valentine
Q53493808	Edmund Verney
Q53493849	John Wadham
Q53493858	Alexander Walker
Q53493950	William Jennings
Q53493956	Geoffrey Lee
Q53493977	Thomas Little
Q53494006	John Lovelace
Q53494015	William Lower
Q53494023	William Mallory
Q53494068	Robert Mason
Q53494077	George Matheson
Q53494098	William Mayhew
Q53494109	Richard Mayo
Q53494113	Richard Michell
Q53494187	Robert Neale
Q53494235	John Newdigate
Q53494243	George Newport
Q53494249	Thomas Nicolls
Q53494265	John Peyton
Q5349851	Eirene White, Baroness White
Q5353173	Elaine Burton, Baroness Burton of Coventry
Q5354033	Eldon Griffiths
Q5354135	Eldred Hallas
Q5354865	Henry Coke
Q53575228	John Coke
Q53575293	Robert James
Q53575344	Henry Neville
Q53575356	William Rees
Q53575366	Richard Ward
Q53575389	John Price
Q53575434	William May
Q53575509	William Carr
Q53575550	Stephen Parry
Q53575599	Edward Rogers
Q53575626	Richard Sharpe
Q53575630	Edmund Smith
Q53575656	Thomas Stanford
Q53575671	William Symonds
Q53575721	Thomas Sutton
Q53575745	Robert Carr
Q53575796	John Conyers
Q53575806	Robert Griffith
Q53575833	William Greaves
Q53575850	Richard Warren
Q53575857	George Walton
Q53575867	Thomas Porter
Q53575883	George Neville
Q53575912	James Fletcher
Q53575916	Anthony Forster
Q53575921	George Foster
Q53575928	James Fowler
Q53575937	Thomas Fowler
Q53575946	Ralph Freeman
Q53575955	John Fry
Q53575994	Thomas Gardiner
Q53576048	William Gascoigne
Q53576052	John Gascoigne
Q53576059	John Gibbon
Q53576064	John Gibbs
Q53576553	Thomas Good
Q53576558	Thomas Goodwin
Q53576597	Richard Hooper
Q53576601	William Horne
Q53576606	Richard Howell
Q53576622	Richard Hudson
Q53576860	Thomas Hungerford
Q53576881	William Hurst
Q53576906	Thomas Lane
Q53576910	William Markham
Q53576917	Peter Morgan
Q53576936	William Lockwood
Q53576944	Thomas Lucas
Q53576965	Robert Harrison
Q53576975	Andrew Green
Q53576996	Thomas Bacon
Q53577014	Robert Barker
Q53577043	William Bishop
Q53577052	William Bond
Q53577062	William Bowyer
Q53577095	Humphrey Coningsby
Q53577113	John Constable
Q53577126	Thomas Constable
Q53577146	John Cope
Q53577161	Richard Corbet
Q53577193	William Coryton
Q53577282	Thomas Croft
Q53577324	William Danby
Q53577363	John Denham
Q53577423	John Denton
Q53577437	William Fermor
Q53577448	John Emery
Q53577503	Edward Ferrers
Q53577509	Richard Fiennes
Q53577533	John Courtenay
Q53577728	Edward Liveley
Q53577803	Hugh Quecche
Q53577997	Thomas Strange
Q53578011	John Bednell
Q53578797	Robert Lukyn
Q53578837	John Blackburn
Q53578845	John Blockley
Q53578849	John Bolle
Q53578866	John Bolton
Q53578870	Nicholas Boteler
Q53578874	William Bosom
Q53578879	John Bosham
Q53578887	William Bourgchier
Q53578893	Robert Harbottle
Q53578898	William Hanningfield
Q53578925	Richard Hankford
Q53578959	Sampson Hardyng
Q53578963	William Hamond
Q53579059	Thomas Haseley
Q53579063	Hugh Hasell
Q53579067	Hugh Hasilden
Q53579089	Thomas Hathaway
Q53579092	Humphrey Haughton
Q53582333	John Lyt...
Q53584231	William Bardwell
Q53584258	Roger Beauchamp
Q53584280	Thomas Blenkinsop
Q53584294	John Braham
Q53584350	Thomas Chamberlain
Q53584351	Thomas Chamberlain
Q53584371	Thomas Butler
Q53584412	Nicholas Dabrichecourt
Q53584459	Thomas Dengaine
Q53584460	John Dengaine
Q53584472	John Dabrichecourt
Q5359607	Hugh Fortescue, 2nd Earl Fortescue
Q5359883	Elfed Davies, Baron Davies of Penrhys
Q5360991	Elijah Sandham
Q5361224	Eliot Crawshay-Williams
Q5361267	Eliot Yorke
Q5361808	Elisha Smith Robinson
Q5362456	Elizabeth Boyle, Countess of Guilford
Q5363471	Elizabeth Savage, Countess Rivers
Q5363505	Elizabeth Shields
Q53645464	Adam de la River
Q53645470	Adam Moyle
Q53645477	Adam Peshale
Q53645482	Adolphus Carey
Q53645487	Adolphus Carey
Q53645495	Alan Honywode
Q53645502	Alexander Lound
Q53645506	Alexander Pym
Q53645510	Alexander Thurston
Q53645514	Alexander Welles
Q53645521	Ambrose Button
Q53645528	Ambrose Gilberd
Q53645533	Ambrose Sutton
Q53645539	Anchor Jackson
Q53645543	Andrew Horde
Q53645547	Andrew Trewe
Q53645553	Anthony Cokett
Q53645559	Anthony Dering
Q53645564	Anthony Dillon
Q53645570	Anthony Drury
Q53645574	Anthony Everard
Q53645578	Anthony Felton
Q53645579	Anthony Kempe
Q53645588	Anthony Lyte
Q53645595	Anthony Neville
Q53645599	Anthony Temple
Q53645604	Arnold Oldisworth
Q53645615	Arthur Massinger
Q53645620	Arthur Stourton
Q53645626	Baldwin Porter
Q53645638	Barnard Whetstone
Q53645644	Bartholomew Sistern
Q53645652	Brian Lassells
Q53645657	Cadwaladr Price
Q53645662	Charles Chiborne
Q53645672	Christopher Dighton
Q53645682	Christopher Elsden
Q53645688	Christopher Estofte
Q53645694	Christopher Herrys
Q53645701	Christopher Honywood
Q53645707	Christopher Jenney
Q53645709	Christopher Osborne
Q53645719	Christopher Pepper
Q53645726	Christopher Perne
Q53645733	Christopher Southouse
Q53645738	Christopher Tamworth
Q53645745	Christopher Trenchard
Q53645749	Clement Skelton
Q53645756	Conrad Prowse
Q53645760	Cuthbert Hutton
Q53645763	Cuthbert Radcliffe
Q53645777	David Roucliffe
Q53645780	Edmund Cockerell
Q53645785	Edmund Cole
Q53645789	Edmund Downing
Q53645792	Edmund Fitzherbert
Q53645798	Edmund Franke
Q53645802	Edmund Hody
Q53645806	Edmund Huchoun
Q53645813	Edmund Hungerford
Q53645818	Edmund Marvyn
Q53645821	Edmund Missenden
Q53645827	Edmund Mordaunt
Q53645832	Edmund Morrante
Q53645838	Edmund Noon
Q53645844	Edmund Peyton
Q53645848	Edmund Prowte
Q53645854	Edmund Sanders
Q53645863	Edmund Sexton
Q53645867	Edmund Sleigh
Q53645875	Edmund Slyfield
Q53645881	Edmund Thorpe
Q53645887	Edward Aylworth
Q53645892	Edward Colbarne
Q53645896	Edward Dackombe
Q53645900	Edward Dymoke
Q53645904	Edward Dymoke
Q53645910	Edward Elrington
Q53645914	Edward Games
Q53645916	Edward Goring
Q53645919	Edward Hancock
Q53645925	Edward Holte
Q53645930	Edward Lacon
Q53645935	Edward Legh
Q53645941	Edward Legh
Q53645946	Edward Lyndsey
Q53645952	Edward Manley
Q53645956	Edward Napper
Q53645960	Edward Oldsworth
Q53645964	Edward Penruddock
Q53645969	Edward Ryngeley
Q53645974	Edward Scrope
Q53645977	Edward Slegge
Q53645982	Edward Sulyard
Q53645984	Edward Whitton
Q53645993	Erasmus Paston
Q53646000	Fabian Phillips
Q53646006	Ferdinand Clark
Q53646012	Francis Baildon
Q53646019	Francis Blount
Q53646026	Francis Brakin
Q53646033	Francis Button
Q53646039	Francis Colman
Q53646045	Francis Cradock
Q53646051	Francis Dacre
Q53646055	Francis Digneley
Q53646068	Francis Goodere
Q53646076	Francis Harington
Q53646083	Francis Keilway
Q53646089	Francis Killinghall
Q53646093	Francis Meverell
Q53646097	Francis Monford
Q53646102	Francis Mylles
Q53646106	Francis Myngaye
Q53646109	Francis Newdigate
Q53646114	Francis Peirce
Q53646117	Francis Rugge
Q53646120	Francis Somerset
Q53646125	Francis Streate
Q53646131	Francis Thorneff
Q53646140	Francis Tyndale
Q53646145	Gabriel Blike
Q53646156	Geoffrey Carter
Q53646163	Geoffrey Paynell
Q53646168	Geoffrey Rusham
Q53646171	Geoffrey Tilliol
Q53646176	Geoffrey Tothill
Q53646183	George Beeston
Q53646191	George Boteler
Q53646197	George Chittinge
Q53646202	George Christmas
Q53646207	George Cradock
Q53646214	George Dakins
Q53646219	George Egiocke
Q53646224	George Fettiplace
Q53646230	George Flinton
Q53646240	George Haydon
Q53646247	George Jerningham
Q53646252	George Kirkham
Q53646256	George Kirkham
Q53646261	George Lynne
Q53646267	George Pierrepont
Q53646274	George Reynell
Q53646276	George Rotheram
Q53646279	George Sherard
Q53646284	George Sotherton
Q53646292	George Swillington
Q53646295	Gerard Sothill
Q53646301	Gilbert Cornewall
Q53646305	Gilbert Forster
Q53646310	Gilbert Joce
Q53646314	Gilbert Knyveton
Q53646317	Gilbert Morton
Q53646325	Gilbert Roupe
Q53646330	Gilbert Wace
Q53646338	Giles Brooke
Q53646348	Gregory Huckmore
Q53646353	Gregory Paycock
Q53646356	Gregory Sprint
Q53646360	Griffith Hampden
Q53646365	Griffith Nanney
Q53646370	Griffith Payne
Q53646374	Gruffydd Hygons
Q53646378	Guthlac Overton
Q53646384	Gutlhlac Edwards
Q53646388	Guy Spyne
Q53646392	Halnath Mauleverer
Q53646398	Hamon Peshale
Q53646402	Henry Blagge
Q53646407	Henry Bourcher
Q53646410	Henry Broke
Q53646417	Henry Dade
Q53646422	Henry Doyley
Q53646428	Henry Duport
Q53646431	Henry Dynne
Q53646437	Henry Gildeney
Q53646443	Henry Halton
Q53646448	Henry Heighes
Q53646458	Henry Huntley
Q53646462	Henry Iden
Q53646465	Henry Ilcombe
Q53646467	Henry Kenrick
Q53646472	Henry Kervyn
Q53646475	Henry Lewes
Q53646479	Henry Lindley
Q53646483	Henry Mannock
Q53646491	Henry Mitford
Q53646497	Henry Moutlowe
Q53646503	Henry Mynn
Q53646509	Henry Mytton
Q53646513	Henry Pleasington
Q53646520	Henry Sandys
Q53646525	Henry Serle
Q53646531	Henry Sharington
Q53646537	Henry Skipwith
Q53646543	Henry Somaster
Q53646551	Henry Statham
Q53646559	Hugh Browe
Q53646566	Hugh Browker
Q53646574	Hugh Cheyne
Q53646578	Hugh Dee
Q53646584	Hugh Fitzwilliam
Q53646590	Hugh Graves
Q53646594	Hugh Greenham
Q53646599	Hugh Hawker
Q53646603	Hugh Mynors
Q53646607	Hugh Ryebread
Q53646612	Hugh Ryley
Q53646617	Hugh Sampford
Q53646646	Humphrey Colles
Q53646652	Humphrey Donatt
Q53646656	Humphrey Goldston
Q53646658	Humphrey Hanmer
Q53646661	Humphrey Michell
Q53646666	Humphrey Newbery
Q53646671	Humphrey Quarnby
Q53646677	Humphrey Welles
Q53646681	Huntington Colby
Q53646686	James Bankes
Q53646692	James Berners
Q53646697	James Birkby
Q53646701	James Courtenay
Q53646706	James Erisie
Q53646708	James Haryngton
Q53646711	James Hodgkinson
Q53646724	James Orenge
Q53646729	James Quirke
Q53646734	James Ryther
Q53646739	Jasper Cholmley
Q53646743	Jasper Moore
Q53646747	Jerome Horde
Q53646751	John Ap Harry
Q53646754	John Bailiffe
Q53646760	John Beetham
Q53646771	John Burghersh
Q53646775	John Carnsew
Q53646783	John Clenhand
Q53646789	John Copledike
Q53646795	John Copledyke
Q53646805	John Daneys
Q53646811	John Darte
Q53646814	John Davidge
Q53646819	John Dodmer
Q53646827	John Donning
Q53646830	John Durninge
Q53646833	John Dyster
Q53646834	John Edmondes
Q53646840	John Elsden
Q53646845	John Etton
Q53646851	John Fraunceis
Q53646856	John Frosh
Q53646860	John Fylde
Q53646865	John Gateford
Q53646870	John Gildesburgh
Q53646876	John Gilmyn
Q53646880	John Goddisland
Q53646883	John Goldwell
Q53646888	John Goldwell
Q53646895	John Greenlane
Q53646899	John Greyndore
Q53646921	John Hereford
Q53646926	John Herle
Q53646933	John Herle
Q53646937	John Herlyngton
Q53646942	John Herries
Q53646945	John Hervy
Q53646950	John Hobard
Q53646956	John Hogeson
Q53646959	John Hotoft
Q53646963	John Hugford
Q53646966	John Hyett
Q53646972	John Ingoldisthorpe
Q53646975	John Ireby
Q53646979	John Jaybien
Q53646986	John Jennyns
Q53646988	John Kendale
Q53646991	John Kimberley
Q53646997	John Ladde
Q53647003	John Lambarde
Q53647007	John Le Scrope
Q53647011	John Lewis Owen
Q53647016	John Lutwich
Q53647024	John Lynne
Q53647028	John Mallock
Q53647032	John Marney
Q53647036	John Mascall
Q53647040	John Megre
Q53647046	John Meverel
Q53647049	John Moynes
Q53647050	John Mynge
Q53647052	John Ninezergh
Q53647055	John Northby
Q53647061	John Nutall
Q53647067	John Overhaven
Q53647072	John Oversall
Q53647075	John Parmenter
Q53647081	John Parvyn
Q53647084	John Pasmore
Q53647125	John Passey
Q53647144	John Peckbridge
Q53647154	John Penrith
Q53647158	John Perneys
Q53647165	John Pethebridge
Q53647171	John Petyt
Q53647172	John Plympton
Q53647175	John Potager
Q53647182	John Pouger
Q53647183	John Pownsar
Q53647185	John Pynder
Q53647189	John Reymes
Q53647191	John Roscarrock
Q53647194	John Ruggewyn
Q53647200	John Saintclere
Q53647208	John Salveyn
Q53647213	John Salveyn
Q53647218	John Sammes
Q53647224	John Sandwell
Q53647226	John Shadworth
Q53647231	John Shelbery
Q53647236	John Shilston
Q53647238	John Shorditch
Q53647244	John Shorditch
Q53647246	John Skipwith
Q53647249	John Spurling
Q53647253	John St. Amand
Q53647259	John St. Loe
Q53647263	John St. Quintin
Q53647268	John Staveley
Q53647272	John Stotesbury
Q53647276	John Strangman
Q53647278	John Strete
Q53647282	John Stumpe
Q53647284	John Syreston
Q53647286	John Tansley
Q53647290	John Tasburgh
Q53647295	John Taylard
Q53647299	John Thornhaugh
Q53647304	John Thymbleby
Q53647309	John Turgeys
Q53647315	John Turpin
Q53647320	John Vyel
Q53647327	John Wace
Q53647331	John Warnecombe
Q53647338	John Washbourne
Q53647341	John Waweton
Q53647345	John Welsborne
Q53647347	John Wendon
Q53647352	John Whalesborough
Q53647357	John Whatley
Q53647364	John Wybbury
Q53647369	Joseph Oldsworth
Q53647372	Kenelm Throckmorton
Q53647376	Lancelot Bostock
Q53647378	Lancelot Lancaster
Q53647380	Laurence Sebrooke
Q53647381	Lawrence Blundestone
Q53647382	Lawrence Hawes
Q53647384	Lawrence Holinshed
Q53647386	Lawrence Manley
Q53647387	Lawrence Meres
Q53647389	Lawrence Starkey
Q53647391	Lawrence Taylard
Q53647393	Leisian Price
Q53647397	Leonard Sandell
Q53647399	Levinus Munck
Q53647401	Leweston Fitzjames
Q53647402	Lewis Darte
Q53647406	Lewis Lashbrook
Q53647409	Mark Steward
Q53647411	Marlyon Rithe
Q53647416	Marmaduke Tyrwhitt
Q53647421	Martin Bessell
Q53647425	Martin Stutteville
Q53647429	Mathew Dale
Q53647432	Matthew Mantell
Q53647433	Matthew Patteson
Q53647435	Matthew Poyntz
Q53647438	Matthias Caldicott
Q53647443	Maurice Horner
Q53647450	Maurice Tyrrell
Q53647455	Michael Hawtrey
Q53647459	Michael Haydon
Q53647467	Michael Lewis
Q53647488	Morgan Moone
Q53647492	Nicholas Cutler
Q53647498	Nicholas Depden
Q53647503	Nicholas Dering
Q53647508	Nicholas Gerard
Q53647516	Nicholas Gorges
Q53647521	Nicholas Goushill
Q53647526	Nicholas Goushill
Q53647530	Nicholas Halswell
Q53647537	Nicholas Hasborough
Q53647543	Nicholas Horncastle
Q53647547	Nicholas Leigh
Q53647551	Nicholas Lilling
Q53647557	Nicholas Longford
Q53647561	Nicholas Longford
Q53647563	Nicholas Luke
Q53647566	Nicholas Peake
Q53647571	Nicholas Powtrell
Q53647575	Nicholas Prideaux
Q53647578	Nicholas Rody
Q53647582	Nicholas Rookwood
Q53647585	Nicholas Stafford
Q53647590	Nicholas Strelley
Q53647593	Nicholas Tanner
Q53647597	Nicholas Troughton
Q53647602	Nicholas Walshe
Q53647605	Nicholas Wilford
Q53647610	Odinel Selby
Q53647615	Oliver Becket
Q53647625	Oliver Groos
Q53647630	Oliver Mauleverer
Q53647632	Owen Jennens
Q53647637	Owen Ratcliffe
Q53647643	Paul Darrell
Q53647648	Peter Bessels
Q53647653	Peter de la Pole
Q53647656	Peter Frescheville
Q53647658	Peter Mostyn
Q53647663	Peter Newene
Q53647669	Philip Clampe
Q53647677	Philip Draycott
Q53647682	Philip Holgot
Q53647692	Philip Langley
Q53647696	Philip Leche
Q53647701	Philip Okeover
Q53647706	Philip Strelley
Q53647711	Philip Thornbury
Q53647713	Philip Tyrwhitt
Q53647718	Philip Walwyn
Q53647722	Ralph Clive
Q53647730	Ralph Cockerell
Q53647734	Ralph Coningsby
Q53647741	Ralph Conway
Q53647746	Ralph Couche
Q53647767	Ralph Henslowe
